Date,Open,High,Low,Close,Volume
2010-01-04,6.414465735451717,6.446623652315766,6.382908916146501,6.431897163391113,493729600
2010-01-05,6.449628601266614,6.4793821235584055,6.409054923226288,6.443016529083252,601904800
2010-01-06,6.443017021938052,6.468563265152154,6.333920230167296,6.340532302856445,552160000
2010-01-07,6.363974016902019,6.371487735528592,6.282827460801755,6.328810214996338,477131200
2010-01-08,6.320396285875987,6.371488778365754,6.2831298404554214,6.370887279510498,447610800
2010-01-11,6.395531028835629,6.401542003921324,6.264795530855326,6.314685821533203,462229600
2010-01-12,6.287035492695438,6.304467723257338,6.203785887972335,6.242856025695801,594459600
2010-01-13,6.247364749292684,6.339329862823668,6.134060272108536,6.330914497375488,605892000
2010-01-14,6.3146854180810585,6.325204222542272,6.281926007223752,6.294248104095459,432894000
2010-01-15,6.339330033147573,6.359466801011032,6.187255964862835,6.189059257507324,594067600
2010-01-19,6.261189998859612,6.467361663774161,6.22843138293306,6.46285343170166,730007600
2010-01-20,6.458946423013752,6.4781811456308835,6.29635352910035,6.363374710083008,612152800
2010-01-21,6.373891654424182,6.410857943534868,6.227527235262426,6.253373622894287,608154400
2010-01-22,6.214605365026937,6.236244073750303,5.925484272268936,5.943215847015381,881767600
2010-01-25,6.0862737850019455,6.152091958036158,6.016548076765952,6.103104114532471,1065699600
2010-01-26,6.189659259963583,6.422879850921394,6.088376748617638,6.189358711242676,1867110000
2010-01-27,6.216707857698517,6.32880972200794,5.99671100864949,6.247663974761963,1722568400
2010-01-28,6.15900587541027,6.176136353810272,5.971767992962594,5.989499568939209,1173502400
2010-01-29,6.043297710592325,6.076958376309851,5.717810557359305,5.7722086906433105,1245952400
2010-02-01,5.781524372235652,5.890621170065594,5.749366455813066,5.852452278137207,749876400
2010-02-02,5.887918150260909,5.900240251957716,5.8118808955770085,5.886415004730225,698342400
2010-02-03,5.865676173769483,6.016849001492712,5.843135416310009,5.987696170806885,615328000
2010-02-04,5.912561113711355,5.961850316040736,5.757481940346935,5.771908283233643,757652000
2010-02-05,5.789337249896124,5.8906197552422475,5.735840383276953,5.874390125274658,850306800
2010-02-08,5.881303714651996,5.947122281921054,5.830511781455936,5.834118366241455,478270800
2010-02-09,5.903241620916673,5.9357000740375945,5.853051197917973,5.896329402923584,632886800
2010-02-10,5.8873134298559675,5.908652789447505,5.838325595387867,5.864171981811523,370361600
2010-02-11,5.856959145523187,6.003323154863531,5.832314552956517,5.970864295959473,550345600
2010-02-12,5.954033975665823,6.060125662403742,5.875592769841609,6.022257328033447,655468800
2010-02-16,6.069143956462695,6.121738795501044,6.056521307448189,6.113023281097412,543737600
2010-02-17,6.136763683346639,6.140370267876735,6.036682968969654,6.087475299835205,436396800
2010-02-18,6.059824617340831,6.127747825701358,6.038486460699521,6.09889554977417,422825200
2010-02-19,6.066738354111991,6.107010680977252,6.044197198888892,6.061027526855469,415469600
2010-02-22,6.081164467851108,6.085972846504262,5.986493619512739,6.0234599113464355,390563600
2010-02-23,6.010836559651006,6.050808735508546,5.881904373320494,5.9224772453308105,575094800
2010-02-24,5.9576408913217085,6.054115024844004,5.945919491152342,6.030673027038574,460566400
2010-02-25,5.932094965381716,6.096791650113292,5.917368479472261,6.0709452629089355,665126000
2010-02-26,6.082365979502607,6.166217069132859,6.070945528989286,6.14968729019165,507460800
2010-03-01,6.1836482756722,6.296351638232682,6.174632215326019,6.28102445602417,550093600
2010-03-02,6.309275861919448,6.336324849906975,6.243457286467651,6.276817798614502,566546400
2010-03-03,6.2795205727905925,6.307470797970597,6.24946650681497,6.29124116897583,372052800
2010-03-04,6.289740552718408,6.33902894238673,6.270204482806725,6.332717418670654,366041200
2010-03-05,6.459848395001217,6.6029064170768885,6.45053138197915,6.5803656578063965,899620400
2010-03-08,6.6122202251390645,6.614624213310275,6.559324861307124,6.584270000457764,429889600
2010-03-09,6.561131496506301,6.762193850491806,6.548508846792744,6.702686786651611,920259200
2010-03-10,6.727029125976559,6.7766184669575535,6.708094955599568,6.757383346557617,596218000
2010-03-11,6.729433572354464,6.777218818664551,6.711701195587345,6.777218818664551,405700400
2010-03-12,6.833419463700351,6.8442392177981946,6.78473217532668,6.810278415679932,416323600
2010-03-15,6.773613036036831,6.777218818608577,6.619434732925409,6.727329730987549,493502800
2010-03-16,6.737548749908074,6.761591850796256,6.687358305315568,6.745663166046143,446908000
2010-03-17,6.7591859977108,6.8057698467089285,6.710198160157494,6.735743999481201,450956800
2010-03-18,6.7351421633025685,6.762191549054514,6.6903620075132215,6.751672744750977,342109600
2010-03-19,6.755880794999445,6.769405087345478,6.648887447418922,6.6795430183410645,559445600
2010-03-22,6.626046602475909,6.792246439510847,6.616429043072803,6.754678249359131,456419600
2010-03-23,6.781427248983313,6.875797964573612,6.735143537563871,6.863174915313721,602431200
2010-03-24,6.841535681905854,6.918474561685097,6.837628146643048,6.893529415130615,597780400
2010-03-25,6.940112429479772,6.941615574408979,6.799758980265102,6.81178092956543,542284400
2010-03-26,6.880906925579943,6.971069145464255,6.868884975248674,6.939512729644775,640875200
2010-03-29,7.002627817009655,7.028774360606021,6.961152882293258,6.9842939376831055,540744400
2010-03-30,7.110820479003854,7.137268768885871,7.040192726868982,7.088279724121094,527310000
2010-03-31,7.077458073520991,7.111118718004809,7.046501965477354,7.06273078918457,430659600
2010-04-01,7.13516425920159,7.174835087472389,6.995111757704138,7.091886043548584,603145200
2010-04-05,7.062133240347657,7.16822414056218,7.055821315311254,7.167623043060303,684507600
2010-04-06,7.158909293528705,7.220219648751945,7.122844237067932,7.199182033538818,447017200
2010-04-07,7.199481348699403,7.270710208177461,7.172732907638013,7.231038570404053,628502000
2010-04-08,7.226228562146772,7.259288120919439,7.1540984698185275,7.2115020751953125,572989200
2010-04-09,7.255982881441017,7.269808124195066,7.226830053422004,7.266801834106445,334182800
2010-04-12,7.2791244937091415,7.305271836191303,7.267403492605678,7.281829833984375,333026400
2010-04-13,7.268904988182993,7.297155764438343,7.246363433627563,7.286035060882568,306210800
2010-04-14,7.371692030780033,7.387620715041219,7.335326831771208,7.384014129638672,404076400
2010-04-15,7.386718405522398,7.484394750377887,7.378603989921102,7.481089115142822,376784800
2010-04-16,7.470569688357853,7.547809521067203,7.349752288854201,7.435406684875488,750545600
2010-04-19,7.424286753705715,7.450133146172855,7.266201306045196,7.4254889488220215,566924400
2010-04-20,7.469668008180146,7.491006569064143,7.301965811268439,7.350954055786133,738326400
2010-04-21,7.7780230294459205,7.821602194362314,7.68575657496408,7.790646076202393,982391200
2010-04-22,7.761196369082187,8.01695742889777,7.699885204425619,8.00854206085205,793424800
2010-04-23,8.054219823095796,8.18014692258933,8.024466704872694,8.13957405090332,796955600
2010-04-26,8.171132652380226,8.188563677832498,8.060232166873854,8.099603652954102,479068800
2010-04-27,8.032580556878655,8.049711430730106,7.829715410104387,7.875397205352783,709343600
2010-04-28,7.911764324307108,7.934304275195362,7.706193808750317,7.862174987792969,758402400
2010-04-29,7.904853848900998,8.11463211424853,7.8744996212752225,8.073759078979492,558840800
2010-04-30,8.093891189699589,8.131759523068997,7.84414204349323,7.846846580505371,542463600
2010-05-03,7.929494785911375,8.050914041744125,7.900642113412621,8.00493049621582,454342000
2010-05-04,7.900945941280187,7.912967088779177,7.716413020950216,7.774416923522949,723819600
2010-05-05,7.604612013309777,7.758188828114865,7.475378445825163,7.693572044372559,883103200
2010-05-06,7.628652467741904,7.761491771979793,5.98829511713028,7.400842189788818,1285860800
2010-05-07,7.324506986653353,7.410461530103634,6.768503781845047,7.08858060836792,1676018400
2010-05-10,7.521061814929749,7.653300080986782,7.469368222224916,7.6334638595581055,984306400
2010-05-11,7.568842636969218,7.810779044837552,7.528570729413338,7.709496974945068,848906800
2010-05-12,7.791244554307417,7.908155977575245,7.7750165316142255,7.876899719238281,654379600
2010-05-13,7.910863235975448,7.964360113721567,7.70589379302627,7.764800548553467,599712400
2010-05-14,7.668627285335938,7.70829892367494,7.498520680322861,7.628354549407959,759362800
2010-05-17,7.654799565939322,7.699279965945967,7.444720462470858,7.640373229980469,762834800
2010-05-18,7.7233248696639425,7.770509817472571,7.521360131496213,7.584474563598633,782678400
2010-05-19,7.498519755641296,7.601305023080927,7.358768194838315,7.463656902313232,1025726800
2010-05-20,7.269507286107482,7.328714997126811,7.099100534223396,7.145685195922852,1282915200
2010-05-21,6.997213992090183,7.3482476341018375,6.9530345391030535,7.282729625701904,1223891200
2010-05-24,7.431796742400884,7.5405929440845565,7.4011415832023175,7.416168212890625,754238800
2010-05-25,7.1934683952061365,7.416169771052508,7.127650234580515,7.369886875152588,1048006400
2010-05-26,7.515953780991485,7.577565090476933,7.3257099733197935,7.336529731750488,850654000
